Prefix,Next Activity - Ground Truth,Role Prefix,Next Role,Time Between Prefix,Next Activity - Prediction,Correct Prediction
"[1, 12, 12, 14, 14]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8742149171455349, 0.6291229269941178, 0.9404303125239313, -1.3044148812226724]",12,0
"[1, 12, 12, 14, 14, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8742149171455349, 0.6291229269941178, 0.9404303125239313, -1.3044148812226724, 1.0376406935886615]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",8,"[1, 1]",1,"[-1.4224766107948632, -0.8811680079360862]",10,0
"[1, 12, 8]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8811680079360862, 0.9784547493976536]",10,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.02754929067212124]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.02754929067212124, -0.5085056289543276]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.8195874314073648]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8195874314073648, 0.6315604267319453]",10,0
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8195874314073648, 0.6315604267319453, 0.7799987359914373]",10,1
"[1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8195874314073648, 0.6315604267319453, 0.7799987359914373, -0.8121063233660725]",2,1
[1],10,[1],1,[-1.4224766107948632],12,0
"[1, 10]",10,"[1, 1]",1,"[-1.4224766107948632, -0.6070371611114219]",2,0
"[1, 10, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.6070371611114219, -1.3044148812226724]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.9639369104397936]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9639369104397936, -0.7141062333617181]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.1498835636160567]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.1498835636160567, 0.8489633046863936]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.1498835636160567, 0.8489633046863936, 1.0799551190010395]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.9612223498279945]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9612223498279945, -0.6450445487917044]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",8,"[1, 1]",1,"[-1.4224766107948632, 0.8658944227131726]",10,0
"[1, 12, 8]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8658944227131726, 0.085834035291871]",10,1
"[1, 12, 8, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8658944227131726, 0.085834035291871, 0.9857101084498958]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.7763500679457579]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7763500679457579, -0.24538866533130058]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",1,"[1, 1]",1,"[-1.4224766107948632, -0.06025806934604467]",12,0
"[1, 1, 1]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.06025806934604467, 0.5037891752690195]",12,1
"[1, 1, 1, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.06025806934604467, 0.5037891752690195, 0.7088113485845409]",10,1
"[1, 1, 1, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.06025806934604467, 0.5037891752690195, 0.7088113485845409, -0.6380914580011532]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.14287446306319176]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.14287446306319176, 0.2986712834951887]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.839164211052163]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.839164211052163, -0.2723821698099458]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.839164211052163, -0.2723821698099458, 1.103559813272483]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.6677885598871531]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.6677885598871531, -0.6042217735116275]",2,1
[12],10,[1],1,[-1.4224766107948632],10,1
"[12, 10]",2,"[1, 1]",1,"[-1.4224766107948632, 0.17441309665138222]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.8114240664423088]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8114240664423088, -0.4175643708004008]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.7780665443230026]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7780665443230026, 0.25926394658121826]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7780665443230026, 0.25926394658121826, 1.0070220781770205]",2,1
[6],14,[1],1,[-1.4224766107948632],1,0
"[6, 14]",14,"[1, 1]",1,"[-1.4224766107948632, 1.105319243892438]",12,0
[1],10,[1],1,[-1.4224766107948632],12,0
"[1, 10]",10,"[1, 1]",1,"[-1.4224766107948632, -0.8321679629339088]",2,0
"[1, 10, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8321679629339088, -1.3044148812226724]",2,1
[1],10,[1],1,[-1.4224766107948632],12,0
"[1, 10]",2,"[1, 1]",1,"[-1.4224766107948632, -0.319535117698334]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.0943847458860334]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.0943847458860334, 0.7793112697607761]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.4709059331882044]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.4709059331882044, -0.6522936032914276]",2,1
[6],1,[1],1,[-1.4224766107948632],1,1
"[6, 1]",12,"[1, 1]",1,"[-1.4224766107948632, 0.7471446351671789]",12,1
"[6, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7471446351671789, 0.07252618541898058]",10,1
"[6, 1, 12, 10]",12,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7471446351671789, 0.07252618541898058, -0.9502296925060997]",2,0
"[6, 1, 12, 10, 12]",14,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7471446351671789, 0.07252618541898058, -0.9502296925060997, 0.48405922190832606]",10,0
"[6, 1, 12, 10, 12, 14]",12,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7471446351671789, 0.07252618541898058, -0.9502296925060997, 0.48405922190832606, 0.4951788773275473]",10,0
"[6, 1, 12, 10, 12, 14, 12]",10,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7471446351671789, 0.07252618541898058, -0.9502296925060997, 0.48405922190832606, 0.4951788773275473, 1.1189231781477837]",10,1
"[6, 1, 12, 10, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7471446351671789, 0.07252618541898058, -0.9502296925060997, 0.48405922190832606, 0.4951788773275473, 1.1189231781477837, -1.0910354331737393]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.9541632769223555]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9541632769223555, 0.7383819795794777]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.14653198592813707]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.14653198592813707, 0.6201721718062362]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, -0.9502296925060997]",12,1
"[1, 1, 12]",14,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, 0.9380079866583747]",10,0
"[1, 1, 12, 14]",12,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, 0.9380079866583747, -1.0302840343980082]",12,1
"[1, 1, 12, 14, 12]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, 0.9380079866583747, -1.0302840343980082, 0.5019458770406037]",10,1
"[1, 1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, 0.9380079866583747, -1.0302840343980082, 0.5019458770406037, 0.14918166534898525]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.4301510723580515]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.4301510723580515, 0.7462552386520518]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.5305687847590099]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.5305687847590099, 1.119666640520725]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.7941605752536266]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.7941605752536266, -0.20707587989095483]",10,0
"[1, 12, 14, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7941605752536266, -0.20707587989095483, -0.4251993552683096]",10,0
"[1, 12, 14, 12, 14]",12,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7941605752536266, -0.20707587989095483, -0.4251993552683096, -0.9122223048258175]",12,1
"[1, 12, 14, 12, 14, 12]",10,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7941605752536266, -0.20707587989095483, -0.4251993552683096, -0.9122223048258175, 0.4872505526920663]",10,1
"[1, 12, 14, 12, 14, 12, 10]",12,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7941605752536266, -0.20707587989095483, -0.4251993552683096, -0.9122223048258175, 0.4872505526920663, -1.0302840343980082]",2,0
"[1, 12, 14, 12, 14, 12, 10, 12]",14,"[1, 1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7941605752536266, -0.20707587989095483, -0.4251993552683096, -0.9122223048258175, 0.4872505526920663, -1.0302840343980082, 0.9742776031818243]",10,0
"[1, 12, 14, 12, 14, 12, 10, 12, 14]",12,"[1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7941605752536266, -0.20707587989095483, -0.4251993552683096, -0.9122223048258175, 0.4872505526920663, -1.0302840343980082, 0.9742776031818243, 0.009146901343073352]",10,0
"[1, 12, 14, 12, 14, 12, 10, 12, 14, 12]",10,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7941605752536266, -0.20707587989095483, -0.4251993552683096, -0.9122223048258175, 0.4872505526920663, -1.0302840343980082, 0.9742776031818243, 0.009146901343073352, 1.008343097020252]",10,1
"[1, 12, 14, 12, 14, 12, 10, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7941605752536266, -0.20707587989095483, -0.4251993552683096, -0.9122223048258175, 0.4872505526920663, -1.0302840343980082, 0.9742776031818243, 0.009146901343073352, 1.008343097020252, -0.999229737508277]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.7843697200814993]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7843697200814993, 0.8750105347983336]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 1.1453564839107855]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 1.1453564839107855, 0.7176369086700571]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.09702090822405912]",10,1
"[1, 12, 10]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.09702090822405912, -1.0302840343980082]",2,0
"[1, 12, 10, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.09702090822405912, -1.0302840343980082, -0.8811680079360862]",10,0
"[1, 12, 10, 12, 14]",12,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.09702090822405912, -1.0302840343980082, -0.8811680079360862, -1.0682914220782906]",12,1
"[1, 12, 10, 12, 14, 12]",10,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.09702090822405912, -1.0302840343980082, -0.8811680079360862, -1.0682914220782906, 0.7478954685320954]",10,1
"[1, 12, 10, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.09702090822405912, -1.0302840343980082, -0.8811680079360862, -1.0682914220782906, 0.7478954685320954, -0.8549119740293576]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, -0.9122223048258175]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9122223048258175, 0.9012817841289198]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9122223048258175, 0.9012817841289198, 0.9533897481391047]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.848934972281269]",10,1
"[1, 12, 10]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.848934972281269, -0.1693942693041328]",2,0
"[1, 12, 10, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.848934972281269, -0.1693942693041328, -1.3044148812226724]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",1,"[1, 1]",1,"[-1.4224766107948632, -0.7899547548566939]",12,0
"[1, 1, 1]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -0.7899547548566939, 0.9503765828678964]",12,1
"[1, 1, 1, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7899547548566939, 0.9503765828678964, -1.0682914220782906]",10,0
"[1, 1, 1, 12, 14]",12,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7899547548566939, 0.9503765828678964, -1.0682914220782906, -0.36498565181341774]",12,1
"[1, 1, 1, 12, 14, 12]",10,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7899547548566939, 0.9503765828678964, -1.0682914220782906, -0.36498565181341774, 0.7868716400152443]",10,1
"[1, 1, 1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.7899547548566939, 0.9503765828678964, -1.0682914220782906, -0.36498565181341774, 0.7868716400152443, -0.38925418275157253]",2,1
[1],10,[1],1,[-1.4224766107948632],12,0
"[1, 10]",2,"[1, 1]",1,"[-1.4224766107948632, -0.5507437113757666]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",8,"[1, 1]",1,"[-1.4224766107948632, 0.9781884585718129]",10,0
"[1, 12, 8]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9781884585718129, -0.015095197208549679]",10,1
"[1, 12, 8, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.9781884585718129, -0.015095197208549679, 0.5065645075392345]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.17604418628859958]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.17604418628859958, 0.07914591283508281]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.7430446387960588]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.7430446387960588, -0.671893025284503]",2,1
[1],1,[1],1,[-1.4224766107948632],12,0
"[1, 1]",12,"[1, 1]",1,"[-1.4224766107948632, -0.8431606202558036]",12,1
"[1, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8431606202558036, -1.048229782510454]",10,1
"[1, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.8431606202558036, -1.048229782510454, 0.6823257179118819]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.6560372061135992]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.6560372061135992, 1.141008876903757]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -1.048229782510454]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -1.048229782510454, 0.8184805618591046]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -1.0302840343980082]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, -1.0302840343980082, -0.041871896368880945]",10,0
"[1, 12, 14, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -1.0302840343980082, -0.041871896368880945, -0.045351789877484366]",10,0
"[1, 12, 14, 12, 14]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -1.0302840343980082, -0.041871896368880945, -0.045351789877484366, 0.7448269364337702]",10,1
"[1, 12, 14, 12, 14, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -1.0302840343980082, -0.041871896368880945, -0.045351789877484366, 0.7448269364337702, 0.7586948057236773]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.2455585676613713]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.2455585676613713, -0.4049751122783172]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -1.0302840343980082]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -1.0302840343980082, 0.10384292777168769]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.7475049889441977]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.7475049889441977, 0.9602314985713707]",10,0
"[1, 12, 14, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7475049889441977, 0.9602314985713707, 0.2382199960910707]",10,0
"[1, 12, 14, 12, 14]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7475049889441977, 0.9602314985713707, 0.2382199960910707, -0.3298119306020238]",10,1
"[1, 12, 14, 12, 14, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.7475049889441977, 0.9602314985713707, 0.2382199960910707, -0.3298119306020238, 0.09894348372594552]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",12,"[1, 1]",1,"[-1.4224766107948632, -0.9502296925060997]",10,0
"[1, 12, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, -0.8028972118882266]",10,1
"[1, 12, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.9502296925060997, -0.8028972118882266, 0.6531434275305565]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.1430784211596183]",10,0
"[1, 12, 14]",14,"[1, 1, 1]",1,"[-1.4224766107948632, 0.1430784211596183, -0.9399036781947867]",12,0
"[1, 12, 14, 14]",12,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.1430784211596183, -0.9399036781947867, -1.3044148812226724]",12,1
"[1, 12, 14, 14, 12]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.1430784211596183, -0.9399036781947867, -1.3044148812226724, 0.7787723403343848]",10,1
"[1, 12, 14, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.1430784211596183, -0.9399036781947867, -1.3044148812226724, 0.7787723403343848, -0.7114654506688313]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, -0.8884170624358094]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, -0.8884170624358094, 0.0668650060277916]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.47089580175799517]",10,0
"[1, 12, 14]",14,"[1, 1, 1]",1,"[-1.4224766107948632, 0.47089580175799517, -0.999229737508277]",12,0
"[1, 12, 14, 14]",12,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.47089580175799517, -0.999229737508277, 0.14675295815942396]",12,1
"[1, 12, 14, 14, 12]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.47089580175799517, -0.999229737508277, 0.14675295815942396, 0.6947610193684974]",10,1
"[1, 12, 14, 14, 12, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.47089580175799517, -0.999229737508277, 0.14675295815942396, 0.6947610193684974, -0.7941605752536266]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.6952224439628444]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.6952224439628444, -0.16928560769166112]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, -0.0920930524825552]",10,0
"[1, 12, 14]",14,"[1, 1, 1]",1,"[-1.4224766107948632, -0.0920930524825552, 0.7103334450186375]",10,0
"[1, 12, 14, 14]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.0920930524825552, 0.7103334450186375, 0.7845071840333684]",10,1
"[1, 12, 14, 14, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, -0.0920930524825552, 0.7103334450186375, 0.7845071840333684, 0.9873944297101881]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5593831118800067]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5593831118800067, -0.47209756825253807]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",12,"[1, 1]",1,"[-1.4224766107948632, -0.6415325259804245]",10,0
"[1, 12, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.6415325259804245, 0.12785517857563614]",10,1
"[1, 12, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.6415325259804245, 0.12785517857563614, 0.9503378884302301]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.8604806193305201]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.8604806193305201, 0.19310379319374296]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.8604806193305201, 0.19310379319374296, 1.0680039754713457]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.49573803540378875]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.49573803540378875, 0.9052824954973288]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.44592166181823384]",10,0
"[1, 12, 14]",10,"[1, 1, 1]",1,"[-1.4224766107948632, 0.44592166181823384, 0.3225757862045837]",10,1
"[1, 12, 14, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.44592166181823384, 0.3225757862045837, 0.9617825321659432]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.9758671339480809]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.9758671339480809, 0.19244257975362958]",10,0
"[1, 12, 14, 12]",10,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.9758671339480809, 0.19244257975362958, 0.48389267726299146]",10,1
"[1, 12, 14, 12, 10]",2,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.9758671339480809, 0.19244257975362958, 0.48389267726299146, -0.9502296925060997]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",14,"[1, 1]",1,"[-1.4224766107948632, 0.13116333427990542]",10,0
"[1, 12, 14]",12,"[1, 1, 1]",1,"[-1.4224766107948632, 0.13116333427990542, 0.7352326366668868]",10,0
"[1, 12, 14, 12]",14,"[1, 1, 1, 1]",1,"[-1.4224766107948632, 0.13116333427990542, 0.7352326366668868, 0.6321864996196526]",10,0
"[1, 12, 14, 12, 14]",10,"[1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.13116333427990542, 0.7352326366668868, 0.6321864996196526, -0.5125324612273743]",10,1
"[1, 12, 14, 12, 14, 10]",2,"[1, 1, 1, 1, 1, 1]",1,"[-1.4224766107948632, 0.13116333427990542, 0.7352326366668868, 0.6321864996196526, -0.5125324612273743, 1.0059154837669064]",2,1
[6],1,[1],1,[-1.4224766107948632],1,1
"[6, 1]",12,"[1, 1]",1,"[-1.4224766107948632, -0.903912019031535]",12,1
"[6, 1, 12]",10,"[1, 1, 1]",1,"[-1.4224766107948632, -0.903912019031535, -0.20666953280731906]",10,1
"[6, 1, 12, 10]",2,"[1, 1, 1, 1]",1,"[-1.4224766107948632, -0.903912019031535, -0.20666953280731906, 0.6301701394400642]",2,1
[1],12,[1],1,[-1.4224766107948632],12,1
"[1, 12]",10,"[1, 1]",1,"[-1.4224766107948632, 0.5213994516950649]",10,1
"[1, 12, 10]",2,"[1, 1, 1]",1,"[-1.4224766107948632, 0.5213994516950649, 1.0801972219838112]",2,1
